epoch,test_acc,train_time
0.0,54.166666666666664,86.389315366745
1.0,60.763888888888886,81.3203911781311
2.0,76.73611111111111,82.5158588886261
3.0,79.16666666666667,81.64817023277283
4.0,84.02777777777777,82.47785925865173
5.0,82.63888888888889,80.5069670677185
6.0,87.5,84.20070672035217
7.0,86.11111111111111,83.64080429077148
8.0,86.45833333333333,85.47188591957092
9.0,86.45833333333333,83.65991926193237
10.0,86.45833333333333,87.50978803634644
11.0,86.45833333333333,85.23328185081482
12.0,83.33333333333333,84.24443316459656
13.0,85.41666666666667,84.47873568534851
14.0,86.45833333333333,86.7552695274353
15.0,85.76388888888889,87.0262017250061
16.0,86.11111111111111,85.16921401023865
17.0,84.72222222222223,84.79672956466675
18.0,82.98611111111111,84.27440190315247
19.0,85.76388888888889,89.70264410972595
